学号,学期,学院,专业,互评成绩,综测成绩,GPA,GPA排名,综测排名,专业人数
202300264,2025-2026-1,汽车工程学院,机械设计制造及其自动化,73.6,71.4,3.74,65,65,66
202300264,2025-2026-2,汽车工程学院,机械设计制造及其自动化,92.3,74.6,2.74,38,38,66
202300265,2023-2024-1,汽车工程学院,机械设计制造及其自动化,79.9,88.0,2.97,8,8,66
202300265,2023-2024-2,汽车工程学院,机械设计制造及其自动化,81.9,90.2,2.96,30,30,66
202300265,2024-2025-1,汽车工程学院,机械设计制造及其自动化,70.7,90.8,3.84,60,60,66
202300265,2024-2025-2,汽车工程学院,机械设计制造及其自动化,79.9,80.7,2.82,36,36,66
202300265,2025-2026-1,汽车工程学院,机械设计制造及其自动化,73.4,85.3,3.33,26,26,66
202300265,2025-2026-2,汽车工程学院,机械设计制造及其自动化,92.7,78.9,2.83,66,66,66
202300266,2023-2024-1,汽车工程学院,机械设计制造及其自动化,80.1,81.6,3.62,25,25,66
202300266,2023-2024-2,汽车工程学院,机械设计制造及其自动化,93.0,92.4,2.79,26,26,66
202300266,2024-2025-1,汽车工程学院,机械设计制造及其自动化,87.8,84.4,3.25,36,36,66
202300266,2024-2025-2,汽车工程学院,机械设计制造及其自动化,92.2,95.1,3.91,21,21,66
202300266,2025-2026-1,汽车工程学院,机械设计制造及其自动化,85.0,89.2,3.11,25,25,66
202300266,2025-2026-2,汽车工程学院,机械设计制造及其自动化,81.2,95.8,3.85,32,32,66
202300267,2023-2024-1,汽车工程学院,机械设计制造及其自动化,79.9,77.5,3.88,1,1,66
202300267,2023-2024-2,汽车工程学院,机械设计制造及其自动化,80.5,93.5,3.0,56,56,66
202300267,2024-2025-1,汽车工程学院,机械设计制造及其自动化,75.2,83.9,2.95,34,34,66
202300267,2024-2025-2,汽车工程学院,机械设计制造及其自动化,84.3,95.4,3.93,19,19,66
202300267,2025-2026-1,汽车工程学院,机械设计制造及其自动化,74.6,78.3,3.85,1,1,66
202300267,2025-2026-2,汽车工程学院,机械设计制造及其自动化,84.1,79.3,3.36,45,45,66
202300268,2023-2024-1,汽车工程学院,机械设计制造及其自动化,79.3,90.1,3.93,6,6,66
202300268,2023-2024-2,汽车工程学院,机械设计制造及其自动化,82.2,70.4,3.87,34,34,66
202300268,2024-2025-1,汽车工程学院,机械设计制造及其自动化,79.3,75.5,3.53,20,20,66
202300268,2024-2025-2,汽车工程学院,机械设计制造及其自动化,94.5,70.0,3.14,36,36,66
202300268,2025-2026-1,汽车工程学院,机械设计制造及其自动化,87.1,95.8,3.13,43,43,66
202300268,2025-2026-2,汽车工程学院,机械设计制造及其自动化,81.3,84.9,3.09,61,61,66
202300269,2023-2024-1,汽车工程学院,机械设计制造及其自动化,92.5,84.3,2.9,57,57,66
202300269,2023-2024-2,汽车工程学院,机械设计制造及其自动化,93.2,81.0,3.11,17,17,66
202300269,2024-2025-1,汽车工程学院,机械设计制造及其自动化,80.3,81.6,3.48,35,35,66
202300269,2024-2025-2,汽车工程学院,机械设计制造及其自动化,84.9,85.4,3.1,14,14,66
202300269,2025-2026-1,汽车工程学院,机械设计制造及其自动化,85.7,91.8,2.77,16,16,66
202300269,2025-2026-2,汽车工程学院,机械设计制造及其自动化,94.3,77.3,3.3,45,45,66
202300270,2023-2024-1,汽车工程学院,机械设计制造及其自动化,79.5,92.6,2.73,65,65,66
202300270,2023-2024-2,汽车工程学院,机械设计制造及其自动化,84.0,77.0,3.69,59,59,66
202300270,2024-2025-1,汽车工程学院,机械设计制造及其自动化,89.3,93.4,2.87,50,50,66
202300270,2024-2025-2,汽车工程学院,机械设计制造及其自动化,73.3,87.2,3.37,22,22,66
202300270,2025-2026-1,汽车工程学院,机械设计制造及其自动化,76.1,78.7,3.01,51,51,66
202300270,2025-2026-2,汽车工程学院,机械设计制造及其自动化,71.3,74.2,3.93,48,48,66
202300271,2023-2024-1,汽车工程学院,交通运输,81.1,76.3,3.4,25,25,30
202300271,2023-2024-2,汽车工程学院,交通运输,94.5,69.2,2.92,20,20,30
202300271,2024-2025-1,汽车工程学院,交通运输,73.2,87.9,2.7,28,28,30
202300271,2024-2025-2,汽车工程学院,交通运输,83.7,90.9,3.99,25,25,30
202300271,2025-2026-1,汽车工程学院,交通运输,79.6,85.4,3.66,25,25,30
202300271,2025-2026-2,汽车工程学院,交通运输,86.8,77.8,2.73,20,20,30
202300272,2023-2024-1,汽车工程学院,交通运输,94.3,80.8,2.91,29,29,30
202300272,2023-2024-2,汽车工程学院,交通运输,88.4,93.6,4.0,10,10,30
202300272,2024-2025-1,汽车工程学院,交通运输,79.8,92.8,3.43,15,15,30
202300272,2024-2025-2,汽车工程学院,交通运输,74.2,92.2,3.69,15,15,30
202300272,2025-2026-1,汽车工程学院,交通运输,81.0,74.1,3.07,1,1,30
202300272,2025-2026-2,汽车工程学院,交通运输,95.0,74.9,3.46,8,8,30
202300273,2023-2024-1,汽车工程学院,交通运输,94.8,72.9,3.67,23,23,30
202300273,2023-2024-2,汽车工程学院,交通运输,93.8,72.9,3.65,22,22,30
202300273,2024-2025-1,汽车工程学院,交通运输,78.0,81.0,3.02,7,7,30
202300273,2024-2025-2,汽车工程学院,交通运输,72.7,89.7,3.02,9,9,30
202300273,2025-2026-1,汽车工程学院,交通运输,86.3,95.9,3.33,4,4,30
202300273,2025-2026-2,汽车工程学院,交通运输,73.8,69.8,3.85,3,3,30
202300274,2023-2024-1,汽车工程学院,交通运输,70.6,68.6,3.3,21,21,30
202300274,2023-2024-2,汽车工程学院,交通运输,92.1,94.4,3.95,25,25,30
202300274,2024-2025-1,汽车工程学院,交通运输,93.6,83.0,3.86,8,8,30
202300274,2024-2025-2,汽车工程学院,交通运输,74.9,76.0,3.58,9,9,30
202300274,2025-2026-1,汽车工程学院,交通运输,93.2,84.8,2.95,4,4,30
202300274,2025-2026-2,汽车工程学院,交通运输,91.9,72.4,3.08,6,6,30
202300275,2023-2024-1,汽车工程学院,交通运输,73.0,86.9,2.81,21,21,30
202300275,2023-2024-2,汽车工程学院,交通运输,88.7,84.3,2.79,16,16,30
202300275,2024-2025-1,汽车工程学院,交通运输,72.2,70.0,3.34,27,27,30
202300275,2024-2025-2,汽车工程学院,交通运输,74.8,72.7,3.17,8,8,30
202300275,2025-2026-1,汽车工程学院,交通运输,70.2,88.6,2.98,29,29,30
202300275,2025-2026-2,汽车工程学院,交通运输,78.9,94.9,3.14,13,13,30
202300276,2023-2024-1,汽车工程学院,交通运输,92.2,70.3,3.07,8,8,30
202300276,2023-2024-2,汽车工程学院,交通运输,76.9,90.3,2.73,18,18,30
202300276,2024-2025-1,汽车工程学院,交通运输,80.5,78.2,3.08,10,10,30
202300276,2024-2025-2,汽车工程学院,交通运输,71.8,80.1,3.11,13,13,30
202300276,2025-2026-1,汽车工程学院,交通运输,92.2,79.3,3.53,10,10,30
202300276,2025-2026-2,汽车工程学院,交通运输,94.7,69.4,2.82,23,23,30
202300277,2023-2024-1,汽车工程学院,交通运输,93.4,68.2,2.77,26,26,30
202300277,2023-2024-2,汽车工程学院,交通运输,90.0,93.2,3.44,1,1,30
202300277,2024-2025-1,汽车工程学院,交通运输,76.4,86.9,3.49,6,6,30
202300277,2024-2025-2,汽车工程学院,交通运输,83.6,81.6,3.91,23,23,30
202300277,2025-2026-1,汽车工程学院,交通运输,78.0,88.1,3.48,5,5,30
202300277,2025-2026-2,汽车工程学院,交通运输,72.4,77.4,3.07,26,26,30
202300278,2023-2024-1,汽车工程学院,交通运输,92.6,84.7,3.74,4,4,30
202300278,2023-2024-2,汽车工程学院,交通运输,70.2,83.2,3.2,30,30,30
202300278,2024-2025-1,汽车工程学院,交通运输,87.0,90.1,2.98,5,5,30
202300278,2024-2025-2,汽车工程学院,交通运输,74.9,71.5,3.43,13,13,30
202300278,2025-2026-1,汽车工程学院,交通运输,86.5,80.0,3.74,12,12,30
202300278,2025-2026-2,汽车工程学院,交通运输,76.0,80.9,3.34,14,14,30
202300279,2023-2024-1,汽车工程学院,交通运输,83.6,89.3,2.91,11,11,30
202300279,2023-2024-2,汽车工程学院,交通运输,87.5,80.6,3.11,15,15,30
202300279,2024-2025-1,汽车工程学院,交通运输,73.0,89.0,3.6,20,20,30
202300279,2024-2025-2,汽车工程学院,交通运输,75.1,68.3,3.86,10,10,30
202300279,2025-2026-1,汽车工程学院,交通运输,72.0,78.9,3.94,14,14,30
202300279,2025-2026-2,汽车工程学院,交通运输,82.5,82.2,3.26,21,21,30
202300280,2023-2024-1,汽车工程学院,交通运输,92.1,80.6,3.25,16,16,30
202300280,2023-2024-2,汽车工程学院,交通运输,78.8,87.2,3.03,15,15,30
202300280,2024-2025-1,汽车工程学院,交通运输,71.2,93.7,3.09,2,2,30
202300280,2024-2025-2,汽车工程学院,交通运输,89.9,89.3,3.97,12,12,30
202300280,2025-2026-1,汽车工程学院,交通运输,81.6,76.2,3.2,17,17,30
202300280,2025-2026-2,汽车工程学院,交通运输,76.0,84.6,2.72,15,15,30
202300281,2023-2024-1,汽车工程学院,交通运输,89.2,94.0,3.14,9,9,30
202300281,2023-2024-2,汽车工程学院,交通运输,90.9,73.0,3.74,2,2,30
202300281,2024-2025-1,汽车工程学院,交通运输,79.4,92.5,3.81,20,20,30
202300281,2024-2025-2,汽车工程学院,交通运输,81.7,81.4,3.36,18,18,30
202300281,2025-2026-1,汽车工程学院,交通运输,90.1,76.4,3.22,13,13,30
202300281,2025-2026-2,汽车工程学院,交通运输,85.9,86.8,3.7,20,20,30
202300282,2023-2024-1,汽车工程学院,交通运输,87.3,90.4,3.56,23,23,30
202300282,2023-2024-2,汽车工程学院,交通运输,74.8,77.4,3.37,9,9,30
202300282,2024-2025-1,汽车工程学院,交通运输,90.0,73.1,3.87,6,6,30
202300282,2024-2025-2,汽车工程学院,交通运输,74.9,94.6,2.71,6,6,30
202300282,2025-2026-1,汽车工程学院,交通运输,77.5,87.4,3.6,28,28,30
202300282,2025-2026-2,汽车工程学院,交通运输,92.7,76.0,2.83,17,17,30
202300283,2023-2024-1,汽车工程学院,交通运输,91.7,79.5,2.76,25,25,30
202300283,2023-2024-2,汽车工程学院,交通运输,81.2,70.1,3.47,15,15,30
202300283,2024-2025-1,汽车工程学院,交通运输,72.5,87.6,3.82,7,7,30
202300283,2024-2025-2,汽车工程学院,交通运输,93.1,88.0,3.4,4,4,30
202300283,2025-2026-1,汽车工程学院,交通运输,70.4,84.1,3.23,3,3,30
202300283,2025-2026-2,汽车工程学院,交通运输,83.1,95.3,3.2,15,15,30
202300284,2023-2024-1,汽车工程学院,交通运输,92.7,72.2,3.04,15,15,30
202300284,2023-2024-2,汽车工程学院,交通运输,82.3,77.1,2.97,24,24,30
202300284,2024-2025-1,汽车工程学院,交通运输,73.7,77.1,3.29,28,28,30
202300284,2024-2025-2,汽车工程学院,交通运输,85.5,77.9,3.65,15,15,30
202300284,2025-2026-1,汽车工程学院,交通运输,71.7,87.7,3.62,23,23,30
202300284,2025-2026-2,汽车工程学院,交通运输,77.8,87.8,3.77,1,1,30
202300285,2023-2024-1,汽车工程学院,交通运输,84.3,74.5,3.26,9,9,30
202300285,2023-2024-2,汽车工程学院,交通运输,89.7,71.2,3.25,6,6,30
202300285,2024-2025-1,汽车工程学院,交通运输,85.5,75.4,2.86,15,15,30
202300285,2024-2025-2,汽车工程学院,交通运输,77.3,74.0,2.73,12,12,30
202300285,2025-2026-1,汽车工程学院,交通运输,70.4,95.7,3.85,6,6,30
202300285,2025-2026-2,汽车工程学院,交通运输,73.2,71.9,3.42,6,6,30
202300286,2023-2024-1,汽车工程学院,交通运输,89.7,83.6,2.8,14,14,30
202300286,2023-2024-2,汽车工程学院,交通运输,82.2,94.8,3.62,21,21,30
202300286,2024-2025-1,汽车工程学院,交通运输,78.4,86.9,3.29,30,30,30
202300286,2024-2025-2,汽车工程学院,交通运输,76.0,85.3,3.65,17,17,30
202300286,2025-2026-1,汽车工程学院,交通运输,84.1,70.5,2.91,15,15,30
202300286,2025-2026-2,汽车工程学院,交通运输,80.9,72.5,3.94,18,18,30
202300287,2023-2024-1,汽车工程学院,交通运输,85.5,74.2,3.07,21,21,30
202300287,2023-2024-2,汽车工程学院,交通运输,91.9,84.5,3.59,15,15,30
202300287,2024-2025-1,汽车工程学院,交通运输,82.7,69.0,2.99,20,20,30
202300287,2024-2025-2,汽车工程学院,交通运输,87.0,74.8,3.26,9,9,30
202300287,2025-2026-1,汽车工程学院,交通运输,71.9,73.6,3.14,17,17,30
202300287,2025-2026-2,汽车工程学院,交通运输,81.5,79.6,3.49,1,1,30
202300288,2023-2024-1,汽车工程学院,交通运输,83.1,87.6,3.45,9,9,30
202300288,2023-2024-2,汽车工程学院,交通运输,89.6,93.1,3.11,9,9,30
202300288,2024-2025-1,汽车工程学院,交通运输,78.7,82.5,3.99,27,27,30
202300288,2024-2025-2,汽车工程学院,交通运输,72.4,68.7,2.74,4,4,30
202300288,2025-2026-1,汽车工程学院,交通运输,81.2,94.8,4.0,28,28,30
202300288,2025-2026-2,汽车工程学院,交通运输,85.1,80.6,3.16,8,8,30
202300289,2023-2024-1,汽车工程学院,交通运输,77.7,73.3,3.72,26,26,30
202300289,2023-2024-2,汽车工程学院,交通运输,81.7,81.6,3.05,6,6,30
202300289,2024-2025-1,汽车工程学院,交通运输,94.4,75.2,3.99,26,26,30
202300289,2024-2025-2,汽车工程学院,交通运输,94.7,92.0,2.9,26,26,30
202300289,2025-2026-1,汽车工程学院,交通运输,91.3,71.8,3.09,1,1,30
202300289,2025-2026-2,汽车工程学院,交通运输,87.5,94.3,2.76,21,21,30
202300290,2023-2024-1,汽车工程学院,交通运输,73.2,95.5,3.17,6,6,30
202300290,2023-2024-2,汽车工程学院,交通运输,87.7,84.6,3.61,1,1,30
202300290,2024-2025-1,汽车工程学院,交通运输,79.7,86.3,3.04,1,1,30
202300290,2024-2025-2,汽车工程学院,交通运输,84.7,78.4,3.49,12,12,30
202300290,2025-2026-1,汽车工程学院,交通运输,81.1,84.0,3.77,21,21,30
202300290,2025-2026-2,汽车工程学院,交通运输,88.7,90.3,3.6,29,29,30
202300291,2023-2024-1,汽车工程学院,交通运输,83.6,85.3,3.72,1,1,30
202300291,2023-2024-2,汽车工程学院,交通运输,88.3,80.2,2.86,10,10,30
202300291,2024-2025-1,汽车工程学院,交通运输,71.2,81.0,3.24,11,11,30
202300291,2024-2025-2,汽车工程学院,交通运输,88.3,74.8,2.82,5,5,30
202300291,2025-2026-1,汽车工程学院,交通运输,89.5,77.3,2.98,20,20,30
202300291,2025-2026-2,汽车工程学院,交通运输,80.3,72.7,3.61,27,27,30
202300292,2023-2024-1,汽车工程学院,交通运输,93.8,89.9,3.88,7,7,30
202300292,2023-2024-2,汽车工程学院,交通运输,76.1,72.0,3.54,2,2,30
202300292,2024-2025-1,汽车工程学院,交通运输,90.2,70.6,3.09,12,12,30
202300292,2024-2025-2,汽车工程学院,交通运输,77.8,86.9,3.79,24,24,30
202300292,2025-2026-1,汽车工程学院,交通运输,79.7,69.6,3.06,25,25,30
202300292,2025-2026-2,汽车工程学院,交通运输,90.6,71.8,3.3,18,18,30
202300293,2023-2024-1,汽车工程学院,交通运输,79.4,80.7,3.6,15,15,30
202300293,2023-2024-2,汽车工程学院,交通运输,85.9,76.4,3.03,23,23,30
202300293,2024-2025-1,汽车工程学院,交通运输,88.6,87.1,3.76,17,17,30
202300293,2024-2025-2,汽车工程学院,交通运输,83.4,79.8,2.75,3,3,30
202300293,2025-2026-1,汽车工程学院,交通运输,75.2,91.2,3.99,9,9,30
202300293,2025-2026-2,汽车工程学院,交通运输,84.0,92.8,2.77,3,3,30
202300294,2023-2024-1,汽车工程学院,交通运输,87.1,79.8,2.7,10,10,30
202300294,2023-2024-2,汽车工程学院,交通运输,83.6,80.7,3.8,14,14,30
202300294,2024-2025-1,汽车工程学院,交通运输,77.3,68.1,3.77,20,20,30
202300294,2024-2025-2,汽车工程学院,交通运输,79.4,77.2,2.82,26,26,30
202300294,2025-2026-1,汽车工程学院,交通运输,71.2,76.0,3.46,4,4,30
202300294,2025-2026-2,汽车工程学院,交通运输,75.9,76.5,2.75,17,17,30
202300295,2023-2024-1,汽车工程学院,交通运输,77.1,91.0,3.92,25,25,30
202300295,2023-2024-2,汽车工程学院,交通运输,87.4,70.5,3.99,5,5,30
202300295,2024-2025-1,汽车工程学院,交通运输,91.9,79.5,3.46,7,7,30
202300295,2024-2025-2,汽车工程学院,交通运输,87.0,79.3,3.11,26,26,30
202300295,2025-2026-1,汽车工程学院,交通运输,79.9,85.5,2.91,18,18,30
202300295,2025-2026-2,汽车工程学院,交通运输,83.0,84.4,3.1,13,13,30
202300296,2023-2024-1,汽车工程学院,交通运输,93.6,73.7,2.87,17,17,30
202300296,2023-2024-2,汽车工程学院,交通运输,75.3,92.7,2.92,18,18,30
202300296,2024-2025-1,汽车工程学院,交通运输,86.4,83.9,3.49,15,15,30
202300296,2024-2025-2,汽车工程学院,交通运输,81.9,69.7,3.12,27,27,30
202300296,2025-2026-1,汽车工程学院,交通运输,86.5,69.4,3.06,22,22,30
202300296,2025-2026-2,汽车工程学院,交通运输,90.9,91.6,3.46,30,30,30
202300297,2023-2024-1,汽车工程学院,交通运输,83.6,83.7,2.85,14,14,30
202300297,2023-2024-2,汽车工程学院,交通运输,74.5,75.0,3.48,13,13,30
202300297,2024-2025-1,汽车工程学院,交通运输,87.7,68.9,2.97,19,19,30
202300297,2024-2025-2,汽车工程学院,交通运输,91.5,75.9,3.32,13,13,30
202300297,2025-2026-1,汽车工程学院,交通运输,93.0,95.6,3.19,17,17,30
202300297,2025-2026-2,汽车工程学院,交通运输,91.9,72.5,3.15,16,16,30
202300298,2023-2024-1,汽车工程学院,交通运输,86.8,79.1,3.38,30,30,30
202300298,2023-2024-2,汽车工程学院,交通运输,81.0,84.5,3.92,4,4,30
202300298,2024-2025-1,汽车工程学院,交通运输,94.7,72.3,3.42,7,7,30
202300298,2024-2025-2,汽车工程学院,交通运输,72.3,79.6,3.61,15,15,30
202300298,2025-2026-1,汽车工程学院,交通运输,73.8,78.8,3.02,17,17,30
202300298,2025-2026-2,汽车工程学院,交通运输,82.3,85.6,3.56,1,1,30
202300299,2023-2024-1,汽车工程学院,交通运输,92.4,95.6,3.94,26,26,30
202300299,2023-2024-2,汽车工程学院,交通运输,93.0,71.8,3.58,21,21,30
202300299,2024-2025-1,汽车工程学院,交通运输,70.9,79.4,3.77,21,21,30
202300299,2024-2025-2,汽车工程学院,交通运输,91.2,91.7,3.96,28,28,30
202300299,2025-2026-1,汽车工程学院,交通运输,92.5,80.3,3.23,7,7,30
202300299,2025-2026-2,汽车工程学院,交通运输,88.3,90.8,3.04,12,12,30
202300300,2023-2024-1,汽车工程学院,交通运输,90.1,74.3,3.9,10,10,30
202300300,2023-2024-2,汽车工程学院,交通运输,79.4,86.0,2.79,19,19,30
202300300,2024-2025-1,汽车工程学院,交通运输,72.5,89.5,2.96,3,3,30
202300300,2024-2025-2,汽车工程学院,交通运输,81.7,83.9,3.92,16,16,30
202300300,2025-2026-1,汽车工程学院,交通运输,81.3,89.2,3.32,3,3,30
202300300,2025-2026-2,汽车工程学院,交通运输,86.7,72.8,3.72,20,20,30
202400301,2024-2025-1,汽车工程学院,车辆工程,75.8,93.9,3.08,125,125,136
202400301,2024-2025-2,汽车工程学院,车辆工程,78.7,79.1,3.11,56,56,136
202400301,2025-2026-1,汽车工程学院,车辆工程,74.0,69.9,3.84,106,106,136
202400301,2025-2026-2,汽车工程学院,车辆工程,86.2,93.1,3.12,52,52,136
202400302,2024-2025-1,汽车工程学院,车辆工程,73.5,95.0,2.76,113,113,136
202400302,2024-2025-2,汽车工程学院,车辆工程,71.6,70.1,3.32,133,133,136
202400302,2025-2026-1,汽车工程学院,车辆工程,85.8,87.5,3.45,3,3,136
202400302,2025-2026-2,汽车工程学院,车辆工程,84.6,83.9,3.64,99,99,136
202400303,2024-2025-1,汽车工程学院,车辆工程,88.8,87.4,3.46,85,85,136
202400303,2024-2025-2,汽车工程学院,车辆工程,81.2,71.6,3.95,1,1,136
202400303,2025-2026-1,汽车工程学院,车辆工程,74.9,93.1,3.46,108,108,136
202400303,2025-2026-2,汽车工程学院,车辆工程,76.2,88.9,3.7,63,63,136
202400304,2024-2025-1,汽车工程学院,车辆工程,74.7,84.0,2.78,94,94,136
202400304,2024-2025-2,汽车工程学院,车辆工程,88.6,68.8,3.83,80,80,136
202400304,2025-2026-1,汽车工程学院,车辆工程,92.8,94.7,3.12,110,110,136
202400304,2025-2026-2,汽车工程学院,车辆工程,90.0,80.9,3.7,3,3,136
202400305,2024-2025-1,汽车工程学院,车辆工程,78.2,70.1,2.73,94,94,136
202400305,2024-2025-2,汽车工程学院,车辆工程,75.8,73.4,3.15,98,98,136
202400305,2025-2026-1,汽车工程学院,车辆工程,70.4,90.6,3.36,104,104,136
202400305,2025-2026-2,汽车工程学院,车辆工程,81.6,91.7,3.92,96,96,136
202400306,2024-2025-1,汽车工程学院,车辆工程,86.4,87.0,3.12,21,21,136
202400306,2024-2025-2,汽车工程学院,车辆工程,92.2,72.8,3.58,27,27,136
202400306,2025-2026-1,汽车工程学院,车辆工程,84.2,82.9,3.03,60,60,136
202400306,2025-2026-2,汽车工程学院,车辆工程,77.3,68.5,3.09,16,16,136
202400307,2024-2025-1,汽车工程学院,车辆工程,87.8,95.7,2.7,122,122,136
202400307,2024-2025-2,汽车工程学院,车辆工程,79.3,75.1,3.05,38,38,136
202400307,2025-2026-1,汽车工程学院,车辆工程,90.7,85.7,3.29,5,5,136
202400307,2025-2026-2,汽车工程学院,车辆工程,70.7,91.3,2.91,4,4,136
202400308,2024-2025-1,汽车工程学院,车辆工程,71.4,68.4,3.04,44,44,136
202400308,2024-2025-2,汽车工程学院,车辆工程,73.9,74.0,3.02,122,122,136
202400308,2025-2026-1,汽车工程学院,车辆工程,72.6,69.4,3.36,58,58,136
202400308,2025-2026-2,汽车工程学院,车辆工程,88.6,80.3,3.21,117,117,136
202400309,2024-2025-1,汽车工程学院,车辆工程,90.7,93.1,3.25,113,113,136
202400309,2024-2025-2,汽车工程学院,车辆工程,78.6,76.7,3.43,40,40,136
202400309,2025-2026-1,汽车工程学院,车辆工程,90.1,70.2,3.48,102,102,136
202400309,2025-2026-2,汽车工程学院,车辆工程,89.0,86.3,2.89,115,115,136
202400310,2024-2025-1,汽车工程学院,车辆工程,74.1,83.5,3.52,24,24,136
202400310,2024-2025-2,汽车工程学院,车辆工程,79.3,75.5,3.45,63,63,136
202400310,2025-2026-1,汽车工程学院,车辆工程,94.5,69.6,2.79,124,124,136
202400310,2025-2026-2,汽车工程学院,车辆工程,77.8,75.8,2.81,133,133,136
202400311,2024-2025-1,汽车工程学院,车辆工程,76.0,71.0,3.47,28,28,136
202400311,2024-2025-2,汽车工程学院,车辆工程,78.5,82.3,3.37,48,48,136
202400311,2025-2026-1,汽车工程学院,车辆工程,84.2,89.2,2.74,108,108,136
202400311,2025-2026-2,汽车工程学院,车辆工程,78.5,87.4,2.83,34,34,136
202400312,2024-2025-1,汽车工程学院,车辆工程,80.3,75.2,3.44,20,20,136
202400312,2024-2025-2,汽车工程学院,车辆工程,80.9,70.8,3.0,6,6,136
202400312,2025-2026-1,汽车工程学院,车辆工程,77.8,86.1,3.32,34,34,136
202400312,2025-2026-2,汽车工程学院,车辆工程,75.5,76.2,3.37,132,132,136
202400313,2024-2025-1,汽车工程学院,车辆工程,76.8,94.9,2.96,98,98,136
202400313,2024-2025-2,汽车工程学院,车辆工程,73.3,91.0,2.88,42,42,136
202400313,2025-2026-1,汽车工程学院,车辆工程,78.7,69.2,2.84,64,64,136
202400313,2025-2026-2,汽车工程学院,车辆工程,86.7,89.9,3.79,133,133,136
202400314,2024-2025-1,汽车工程学院,车辆工程,85.8,80.2,3.49,7,7,136
202400314,2024-2025-2,汽车工程学院,车辆工程,77.0,71.9,3.39,30,30,136
202400314,2025-2026-1,汽车工程学院,车辆工程,71.1,86.3,2.8,11,11,136
202400314,2025-2026-2,汽车工程学院,车辆工程,79.1,95.3,2.75,25,25,136
202400315,2024-2025-1,汽车工程学院,车辆工程,85.4,83.0,2.78,41,41,136
202400315,2024-2025-2,汽车工程学院,车辆工程,73.5,79.3,2.76,2,2,136
202400315,2025-2026-1,汽车工程学院,车辆工程,77.4,79.6,3.47,50,50,136
202400315,2025-2026-2,汽车工程学院,车辆工程,83.2,74.2,3.05,91,91,136
202400316,2024-2025-1,汽车工程学院,车辆工程,70.2,88.4,3.03,21,21,136
202400316,2024-2025-2,汽车工程学院,车辆工程,92.0,76.1,3.4,33,33,136
202400316,2025-2026-1,汽车工程学院,车辆工程,81.2,84.1,3.72,94,94,136
202400316,2025-2026-2,汽车工程学院,车辆工程,71.2,87.9,3.12,116,116,136
202400317,2024-2025-1,汽车工程学院,车辆工程,73.6,79.3,3.37,51,51,136
202400317,2024-2025-2,汽车工程学院,车辆工程,88.1,68.5,3.7,90,90,136
202400317,2025-2026-1,汽车工程学院,车辆工程,88.5,94.0,3.8,116,116,136
202400317,2025-2026-2,汽车工程学院,车辆工程,88.0,79.4,3.93,4,4,136
202400318,2024-2025-1,汽车工程学院,车辆工程,74.9,71.6,3.75,127,127,136
202400318,2024-2025-2,汽车工程学院,车辆工程,76.8,79.3,3.31,46,46,136
202400318,2025-2026-1,汽车工程学院,车辆工程,86.7,94.5,3.79,6,6,136
202400318,2025-2026-2,汽车工程学院,车辆工程,87.0,91.0,2.82,60,60,136
202400319,2024-2025-1,汽车工程学院,车辆工程,85.1,82.8,3.99,57,57,136
202400319,2024-2025-2,汽车工程学院,车辆工程,80.9,94.8,3.93,9,9,136
202400319,2025-2026-1,汽车工程学院,车辆工程,79.5,83.5,2.88,38,38,136
202400319,2025-2026-2,汽车工程学院,车辆工程,76.0,78.2,3.8,10,10,136
202400320,2024-2025-1,汽车工程学院,车辆工程,91.2,78.3,2.78,58,58,136
202400320,2024-2025-2,汽车工程学院,车辆工程,87.5,69.4,3.95,69,69,136
202400320,2025-2026-1,汽车工程学院,车辆工程,79.2,94.7,3.11,72,72,136
202400320,2025-2026-2,汽车工程学院,车辆工程,88.2,92.2,3.39,132,132,136
202400321,2024-2025-1,汽车工程学院,车辆工程,94.2,70.5,3.51,100,100,136
202400321,2024-2025-2,汽车工程学院,车辆工程,80.9,91.5,3.18,107,107,136
202400321,2025-2026-1,汽车工程学院,车辆工程,90.3,81.6,2.74,94,94,136
202400321,2025-2026-2,汽车工程学院,车辆工程,85.0,95.1,3.01,29,29,136
202400322,2024-2025-1,汽车工程学院,车辆工程,86.6,94.7,4.0,61,61,136
202400322,2024-2025-2,汽车工程学院,车辆工程,87.8,72.2,3.93,70,70,136
202400322,2025-2026-1,汽车工程学院,车辆工程,75.8,79.7,3.61,42,42,136
202400322,2025-2026-2,汽车工程学院,车辆工程,92.1,90.2,3.57,14,14,136
202400323,2024-2025-1,汽车工程学院,车辆工程,87.6,77.9,2.85,78,78,136
202400323,2024-2025-2,汽车工程学院,车辆工程,85.9,82.3,3.99,126,126,136
202400323,2025-2026-1,汽车工程学院,车辆工程,74.2,80.8,3.32,50,50,136
202400323,2025-2026-2,汽车工程学院,车辆工程,81.7,93.8,3.54,59,59,136
202400324,2024-2025-1,汽车工程学院,车辆工程,92.2,90.7,3.15,85,85,136
202400324,2024-2025-2,汽车工程学院,车辆工程,86.3,90.8,3.17,51,51,136
202400324,2025-2026-1,汽车工程学院,车辆工程,88.6,83.7,2.72,6,6,136
202400324,2025-2026-2,汽车工程学院,车辆工程,90.6,95.5,3.85,32,32,136
202400325,2024-2025-1,汽车工程学院,车辆工程,90.5,71.4,3.02,114,114,136
202400325,2024-2025-2,汽车工程学院,车辆工程,70.3,69.9,3.34,94,94,136
