学号,团队名称,类型,主题,主办单位,开始日期,结束日期,状态,审核人,审核意见
202400398,赴济宁科技支农实践团,返家乡实践,科技支农帮扶,威海团市委,2026-07-03,2026-07-22,驳回,张伟,认定依据不足，请补充说明材料
202400399,赴济宁海洋生态实践团,校级重点团队,海洋生态保护宣传,校团委,2025-07-04,2025-07-27,通过,张伟,佐证材料完整，予以通过
202400399,赴济宁科技支农实践团,自主实践团队,科技支农帮扶,校团委,2026-07-05,2026-07-28,通过,张伟,符合认定条件，通过
202400400,赴威海红色基地实践团,返家乡实践,红色基地研学,汽车工程学院,2025-07-04,2025-07-18,待审核,,
202400400,赴东营科技支农实践团,企业实习实践,科技支农帮扶,汽车工程学院,2026-07-01,2026-07-27,通过,张伟,符合认定条件，通过
202400401,赴日照黄河流域实践团,自主实践团队,黄河流域生态考察,校团委,2025-07-03,2025-07-17,通过,张伟,佐证材料完整，予以通过
202400401,赴青岛汽车产业实践团,自主实践团队,汽车产业链调研,威海团市委,2026-07-10,2026-07-18,通过,张伟,符合认定条件，通过
202400402,赴日照社区志愿实践团,返家乡实践,社区志愿服务,汽车工程学院,2025-07-05,2025-07-22,通过,张伟,符合认定条件，通过
202400402,赴日照科技支农实践团,院级重点团队,科技支农帮扶,校团委,2026-07-06,2026-07-15,通过,张伟,佐证材料完整，予以通过
202400403,赴德州红色基地实践团,校级重点团队,红色基地研学,威海团市委,2025-07-08,2025-07-26,通过,张伟,符合认定条件，通过
202400403,赴日照乡村振兴实践团,返家乡实践,乡村振兴调研,威海团市委,2026-07-01,2026-07-21,待审核,,
202400404,赴烟台红色基地实践团,校级重点团队,红色基地研学,汽车工程学院,2025-07-10,2025-07-22,通过,张伟,符合认定条件，通过
202400404,赴聊城乡村振兴实践团,返家乡实践,乡村振兴调研,汽车工程学院,2026-07-05,2026-07-24,通过,张伟,材料齐全，同意认定
202400405,赴聊城乡村振兴实践团,自主实践团队,乡村振兴调研,威海团市委,2025-07-05,2025-07-19,待审核,,
202400405,赴日照汽车产业实践团,自主实践团队,汽车产业链调研,汽车工程学院,2026-07-09,2026-07-24,通过,张伟,材料齐全，同意认定
202400406,赴潍坊企业走访实践团,企业实习实践,企业走访见习,汽车工程学院,2025-07-02,2025-07-26,通过,张伟,符合认定条件，通过
202400406,赴临沂汽车产业实践团,自主实践团队,汽车产业链调研,威海团市委,2026-07-10,2026-07-21,通过,张伟,佐证材料完整，予以通过
202400407,赴淄博黄河流域实践团,院级重点团队,黄河流域生态考察,威海团市委,2025-07-09,2025-07-27,通过,张伟,佐证材料完整，予以通过
202400407,赴枣庄社区志愿实践团,企业实习实践,社区志愿服务,汽车工程学院,2026-07-06,2026-07-24,通过,张伟,符合认定条件，通过
202400408,赴潍坊红色基因实践团,企业实习实践,红色基因传承,校团委,2025-07-04,2025-07-28,通过,张伟,符合认定条件，通过
202400408,赴威海社区志愿实践团,校级重点团队,社区志愿服务,汽车工程学院,2026-07-06,2026-07-17,通过,张伟,材料齐全，同意认定
202400409,赴济宁黄河流域实践团,企业实习实践,黄河流域生态考察,校团委,2025-07-04,2025-07-25,通过,张伟,佐证材料完整，予以通过
202400409,赴聊城科技支农实践团,返家乡实践,科技支农帮扶,汽车工程学院,2026-07-10,2026-07-15,待审核,,
202400410,赴德州海洋生态实践团,返家乡实践,海洋生态保护宣传,校团委,2025-07-02,2025-07-15,待审核,,
202400410,赴东营红色基因实践团,校级重点团队,红色基因传承,汽车工程学院,2026-07-01,2026-07-23,通过,张伟,佐证材料完整，予以通过
202400411,赴德州关爱留守实践团,自主实践团队,关爱留守儿童,校团委,2025-07-04,2025-07-21,通过,张伟,材料齐全，同意认定
202400411,赴济南科技支农实践团,自主实践团队,科技支农帮扶,威海团市委,2026-07-07,2026-07-28,通过,张伟,材料齐全，同意认定
202400412,赴威海科技支农实践团,返家乡实践,科技支农帮扶,威海团市委,2025-07-08,2025-07-15,待审核,,
202400412,赴东营企业走访实践团,自主实践团队,企业走访见习,威海团市委,2026-07-06,2026-07-23,待审核,,
202400413,赴烟台海洋生态实践团,自主实践团队,海洋生态保护宣传,威海团市委,2025-07-02,2025-07-16,通过,张伟,材料齐全，同意认定
202400413,赴泰安乡村振兴实践团,校级重点团队,乡村振兴调研,威海团市委,2026-07-03,2026-07-23,待审核,,
202400414,赴临沂红色基因实践团,校级重点团队,红色基因传承,威海团市委,2025-07-01,2025-07-22,通过,张伟,符合认定条件，通过
202400414,赴聊城汽车产业实践团,校级重点团队,汽车产业链调研,威海团市委,2026-07-09,2026-07-25,通过,张伟,佐证材料完整，予以通过
202400415,赴潍坊海洋生态实践团,院级重点团队,海洋生态保护宣传,校团委,2025-07-01,2025-07-27,通过,张伟,材料齐全，同意认定
202400415,赴淄博红色基因实践团,自主实践团队,红色基因传承,威海团市委,2026-07-09,2026-07-23,通过,张伟,材料齐全，同意认定
202400416,赴德州乡村振兴实践团,院级重点团队,乡村振兴调研,汽车工程学院,2025-07-09,2025-07-16,通过,张伟,佐证材料完整，予以通过
202400416,赴济南黄河流域实践团,返家乡实践,黄河流域生态考察,威海团市委,2026-07-05,2026-07-21,通过,张伟,符合认定条件，通过
202400417,赴淄博乡村振兴实践团,返家乡实践,乡村振兴调研,汽车工程学院,2025-07-01,2025-07-26,通过,张伟,材料齐全，同意认定
202400417,赴枣庄红色基因实践团,企业实习实践,红色基因传承,校团委,2026-07-10,2026-07-21,通过,张伟,符合认定条件，通过
202400418,赴德州黄河流域实践团,企业实习实践,黄河流域生态考察,威海团市委,2025-07-07,2025-07-15,公示中,张伟,材料齐全，同意认定
202400418,赴济南汽车产业实践团,返家乡实践,汽车产业链调研,威海团市委,2026-07-07,2026-07-19,待审核,,
202400419,赴泰安海洋生态实践团,自主实践团队,海洋生态保护宣传,校团委,2025-07-01,2025-07-20,待审核,,
202400419,赴威海乡村振兴实践团,企业实习实践,乡村振兴调研,汽车工程学院,2026-07-09,2026-07-15,通过,张伟,佐证材料完整，予以通过
202400420,赴烟台海洋生态实践团,院级重点团队,海洋生态保护宣传,汽车工程学院,2025-07-03,2025-07-18,通过,张伟,材料齐全，同意认定
202400420,赴淄博黄河流域实践团,校级重点团队,黄河流域生态考察,汽车工程学院,2026-07-03,2026-07-28,通过,张伟,佐证材料完整，予以通过
202400421,赴烟台乡村振兴实践团,自主实践团队,乡村振兴调研,威海团市委,2025-07-03,2025-07-16,通过,张伟,佐证材料完整，予以通过
202400421,赴淄博汽车产业实践团,院级重点团队,汽车产业链调研,校团委,2026-07-03,2026-07-19,通过,张伟,材料齐全，同意认定
202400422,赴潍坊黄河流域实践团,返家乡实践,黄河流域生态考察,汽车工程学院,2025-07-10,2025-07-16,通过,张伟,符合认定条件，通过
202400422,赴泰安关爱留守实践团,自主实践团队,关爱留守儿童,校团委,2026-07-05,2026-07-26,待审核,,
202400423,赴东营黄河流域实践团,返家乡实践,黄河流域生态考察,威海团市委,2025-07-05,2025-07-18,通过,张伟,佐证材料完整，予以通过
202400423,赴烟台乡村振兴实践团,校级重点团队,乡村振兴调研,汽车工程学院,2026-07-07,2026-07-17,通过,张伟,材料齐全，同意认定
202400424,赴聊城关爱留守实践团,返家乡实践,关爱留守儿童,汽车工程学院,2025-07-09,2025-07-15,通过,张伟,符合认定条件，通过
202400424,赴潍坊乡村振兴实践团,校级重点团队,乡村振兴调研,校团委,2026-07-09,2026-07-21,待审核,,
202400425,赴潍坊海洋生态实践团,校级重点团队,海洋生态保护宣传,汽车工程学院,2025-07-04,2025-07-28,通过,张伟,佐证材料完整，予以通过
202400425,赴淄博科技支农实践团,院级重点团队,科技支农帮扶,威海团市委,2026-07-03,2026-07-17,通过,张伟,佐证材料完整，予以通过
202400426,赴潍坊科技支农实践团,自主实践团队,科技支农帮扶,汽车工程学院,2025-07-02,2025-07-24,通过,张伟,佐证材料完整，予以通过
202400426,赴威海红色基地实践团,校级重点团队,红色基地研学,汽车工程学院,2026-07-06,2026-07-19,待审核,,
202400427,赴德州红色基地实践团,校级重点团队,红色基地研学,汽车工程学院,2025-07-09,2025-07-22,通过,张伟,符合认定条件，通过
202400427,赴聊城红色基地实践团,自主实践团队,红色基地研学,威海团市委,2026-07-08,2026-07-18,待审核,,
202400428,赴德州黄河流域实践团,返家乡实践,黄河流域生态考察,汽车工程学院,2025-07-06,2025-07-19,通过,张伟,符合认定条件，通过
202400428,赴聊城汽车产业实践团,校级重点团队,汽车产业链调研,汽车工程学院,2026-07-03,2026-07-15,通过,张伟,符合认定条件，通过
202400429,赴枣庄社区志愿实践团,企业实习实践,社区志愿服务,校团委,2025-07-05,2025-07-15,公示中,张伟,符合认定条件，通过
202400429,赴淄博海洋生态实践团,企业实习实践,海洋生态保护宣传,汽车工程学院,2026-07-10,2026-07-26,通过,张伟,材料齐全，同意认定
202400430,赴临沂海洋生态实践团,校级重点团队,海洋生态保护宣传,威海团市委,2025-07-07,2025-07-24,通过,张伟,符合认定条件，通过
202400430,赴日照社区志愿实践团,校级重点团队,社区志愿服务,威海团市委,2026-07-08,2026-07-17,待审核,,
202400431,赴聊城科技支农实践团,自主实践团队,科技支农帮扶,汽车工程学院,2025-07-04,2025-07-18,待审核,,
202400431,赴威海海洋生态实践团,自主实践团队,海洋生态保护宣传,威海团市委,2026-07-07,2026-07-22,驳回,张伟,时间信息有误，请核对后重新提交
202400432,赴烟台黄河流域实践团,自主实践团队,黄河流域生态考察,校团委,2025-07-06,2025-07-20,通过,张伟,符合认定条件，通过
202400432,赴临沂企业走访实践团,院级重点团队,企业走访见习,汽车工程学院,2026-07-05,2026-07-20,通过,张伟,符合认定条件，通过
202400433,赴潍坊乡村振兴实践团,自主实践团队,乡村振兴调研,威海团市委,2025-07-04,2025-07-18,驳回,张伟,材料不完整，请补充佐证后重新提交
202400433,赴济南红色基地实践团,返家乡实践,红色基地研学,校团委,2026-07-05,2026-07-20,通过,张伟,材料齐全，同意认定
202400434,赴烟台乡村振兴实践团,返家乡实践,乡村振兴调研,校团委,2025-07-02,2025-07-25,驳回,张伟,认定依据不足，请补充说明材料
202400434,赴烟台汽车产业实践团,企业实习实践,汽车产业链调研,威海团市委,2026-07-03,2026-07-19,通过,张伟,材料齐全，同意认定
202400435,赴临沂企业走访实践团,自主实践团队,企业走访见习,汽车工程学院,2025-07-03,2025-07-28,通过,张伟,佐证材料完整，予以通过
202400435,赴济南社区志愿实践团,校级重点团队,社区志愿服务,汽车工程学院,2026-07-09,2026-07-22,通过,张伟,材料齐全，同意认定
202400436,赴枣庄社区志愿实践团,院级重点团队,社区志愿服务,汽车工程学院,2025-07-02,2025-07-26,待审核,,
202400436,赴枣庄企业走访实践团,自主实践团队,企业走访见习,校团委,2026-07-05,2026-07-23,驳回,张伟,时间信息有误，请核对后重新提交
202400437,赴烟台关爱留守实践团,企业实习实践,关爱留守儿童,汽车工程学院,2025-07-03,2025-07-20,通过,周建军,符合认定条件，通过
202400437,赴聊城关爱留守实践团,企业实习实践,关爱留守儿童,汽车工程学院,2026-07-10,2026-07-26,待审核,,
202400438,赴东营汽车产业实践团,校级重点团队,汽车产业链调研,校团委,2025-07-06,2025-07-20,通过,周建军,佐证材料完整，予以通过
202400438,赴威海红色基地实践团,企业实习实践,红色基地研学,校团委,2026-07-06,2026-07-23,待审核,,
202400439,赴济南红色基因实践团,校级重点团队,红色基因传承,校团委,2025-07-03,2025-07-24,通过,周建军,材料齐全，同意认定
202400439,赴济宁企业走访实践团,企业实习实践,企业走访见习,威海团市委,2026-07-01,2026-07-22,待审核,,
202400440,赴德州黄河流域实践团,返家乡实践,黄河流域生态考察,汽车工程学院,2025-07-08,2025-07-23,通过,周建军,符合认定条件，通过
202400440,赴威海黄河流域实践团,企业实习实践,黄河流域生态考察,汽车工程学院,2026-07-01,2026-07-22,通过,周建军,材料齐全，同意认定
202400441,赴济南红色基地实践团,自主实践团队,红色基地研学,威海团市委,2025-07-03,2025-07-28,通过,周建军,佐证材料完整，予以通过
202400441,赴临沂科技支农实践团,校级重点团队,科技支农帮扶,校团委,2026-07-10,2026-07-26,通过,周建军,符合认定条件，通过
202400442,赴济南黄河流域实践团,自主实践团队,黄河流域生态考察,威海团市委,2025-07-01,2025-07-15,通过,周建军,符合认定条件，通过
202400442,赴东营黄河流域实践团,企业实习实践,黄河流域生态考察,汽车工程学院,2026-07-09,2026-07-25,通过,周建军,佐证材料完整，予以通过
202400443,赴济宁关爱留守实践团,自主实践团队,关爱留守儿童,威海团市委,2025-07-07,2025-07-18,通过,周建军,材料齐全，同意认定
202400443,赴潍坊关爱留守实践团,返家乡实践,关爱留守儿童,汽车工程学院,2026-07-03,2026-07-28,通过,周建军,符合认定条件，通过
202400444,赴枣庄乡村振兴实践团,院级重点团队,乡村振兴调研,汽车工程学院,2025-07-07,2025-07-21,驳回,周建军,盖章缺失，请重新上传完整材料
202400444,赴烟台企业走访实践团,企业实习实践,企业走访见习,威海团市委,2026-07-05,2026-07-28,待审核,,
202400445,赴淄博乡村振兴实践团,企业实习实践,乡村振兴调研,汽车工程学院,2025-07-09,2025-07-19,通过,周建军,符合认定条件，通过
202400445,赴德州科技支农实践团,校级重点团队,科技支农帮扶,汽车工程学院,2026-07-10,2026-07-21,通过,周建军,佐证材料完整，予以通过
202400446,赴临沂红色基因实践团,校级重点团队,红色基因传承,校团委,2025-07-08,2025-07-28,待审核,,
202400446,赴青岛关爱留守实践团,返家乡实践,关爱留守儿童,校团委,2026-07-01,2026-07-18,待审核,,
202400447,赴淄博企业走访实践团,校级重点团队,企业走访见习,校团委,2025-07-03,2025-07-21,通过,周建军,佐证材料完整，予以通过
202400447,赴临沂海洋生态实践团,校级重点团队,海洋生态保护宣传,校团委,2026-07-05,2026-07-17,通过,周建军,符合认定条件，通过
202400448,赴枣庄科技支农实践团,院级重点团队,科技支农帮扶,校团委,2025-07-08,2025-07-26,通过,周建军,符合认定条件，通过
202400448,赴威海汽车产业实践团,返家乡实践,汽车产业链调研,校团委,2026-07-08,2026-07-26,驳回,周建军,盖章缺失，请重新上传完整材料
202400449,赴威海黄河流域实践团,企业实习实践,黄河流域生态考察,校团委,2025-07-09,2025-07-28,通过,周建军,佐证材料完整，予以通过
202400449,赴淄博乡村振兴实践团,自主实践团队,乡村振兴调研,汽车工程学院,2026-07-08,2026-07-27,待审核,,
202400450,赴枣庄海洋生态实践团,自主实践团队,海洋生态保护宣传,威海团市委,2025-07-02,2025-07-21,通过,周建军,材料齐全，同意认定
202400450,赴德州关爱留守实践团,院级重点团队,关爱留守儿童,校团委,2026-07-02,2026-07-25,驳回,周建军,时间信息有误，请核对后重新提交
202400451,赴东营红色基因实践团,自主实践团队,红色基因传承,汽车工程学院,2025-07-04,2025-07-25,通过,周建军,符合认定条件，通过
202400451,赴德州乡村振兴实践团,返家乡实践,乡村振兴调研,威海团市委,2026-07-01,2026-07-20,待审核,,
202400452,赴德州企业走访实践团,院级重点团队,企业走访见习,威海团市委,2025-07-09,2025-07-17,待审核,,
202400452,赴青岛科技支农实践团,校级重点团队,科技支农帮扶,威海团市委,2026-07-08,2026-07-17,通过,周建军,材料齐全，同意认定
202400453,赴济南社区志愿实践团,企业实习实践,社区志愿服务,汽车工程学院,2025-07-01,2025-07-17,公示中,周建军,材料齐全，同意认定
202400453,赴泰安红色基地实践团,院级重点团队,红色基地研学,汽车工程学院,2026-07-01,2026-07-26,待审核,,
202400454,赴日照科技支农实践团,自主实践团队,科技支农帮扶,校团委,2025-07-02,2025-07-25,待审核,,
202400454,赴聊城科技支农实践团,自主实践团队,科技支农帮扶,汽车工程学院,2026-07-03,2026-07-26,通过,周建军,佐证材料完整，予以通过
202400455,赴淄博企业走访实践团,返家乡实践,企业走访见习,威海团市委,2025-07-08,2025-07-24,通过,周建军,符合认定条件，通过
202400455,赴济南科技支农实践团,校级重点团队,科技支农帮扶,威海团市委,2026-07-10,2026-07-23,通过,周建军,符合认定条件，通过
202400456,赴泰安科技支农实践团,企业实习实践,科技支农帮扶,校团委,2025-07-04,2025-07-15,通过,周建军,材料齐全，同意认定
202400456,赴济南黄河流域实践团,院级重点团队,黄河流域生态考察,威海团市委,2026-07-08,2026-07-15,通过,周建军,符合认定条件，通过
202400457,赴威海社区志愿实践团,企业实习实践,社区志愿服务,威海团市委,2025-07-02,2025-07-23,待审核,,
202400457,赴聊城黄河流域实践团,自主实践团队,黄河流域生态考察,威海团市委,2026-07-09,2026-07-24,待审核,,
202400458,赴淄博汽车产业实践团,企业实习实践,汽车产业链调研,汽车工程学院,2025-07-09,2025-07-21,通过,周建军,材料齐全，同意认定
202400458,赴烟台汽车产业实践团,院级重点团队,汽车产业链调研,校团委,2026-07-02,2026-07-27,通过,周建军,符合认定条件，通过
202400459,赴济南关爱留守实践团,院级重点团队,关爱留守儿童,校团委,2025-07-01,2025-07-22,驳回,周建军,时间信息有误，请核对后重新提交
202400459,赴青岛企业走访实践团,院级重点团队,企业走访见习,汽车工程学院,2026-07-06,2026-07-26,通过,周建军,符合认定条件，通过
202400460,赴济南红色基因实践团,院级重点团队,红色基因传承,汽车工程学院,2025-07-10,2025-07-26,通过,周建军,材料齐全，同意认定
202400460,赴枣庄黄河流域实践团,返家乡实践,黄河流域生态考察,威海团市委,2026-07-10,2026-07-21,通过,周建军,符合认定条件，通过
202400461,赴聊城红色基因实践团,自主实践团队,红色基因传承,汽车工程学院,2025-07-01,2025-07-26,通过,周建军,材料齐全，同意认定
202400461,赴临沂社区志愿实践团,校级重点团队,社区志愿服务,汽车工程学院,2026-07-05,2026-07-15,通过,周建军,符合认定条件，通过
202400462,赴济南黄河流域实践团,院级重点团队,黄河流域生态考察,汽车工程学院,2025-07-09,2025-07-17,待审核,,
202400462,赴青岛海洋生态实践团,校级重点团队,海洋生态保护宣传,威海团市委,2026-07-10,2026-07-16,待审核,,
202400463,赴枣庄乡村振兴实践团,企业实习实践,乡村振兴调研,汽车工程学院,2025-07-10,2025-07-16,驳回,周建军,盖章缺失，请重新上传完整材料
202400463,赴烟台汽车产业实践团,企业实习实践,汽车产业链调研,汽车工程学院,2026-07-03,2026-07-16,驳回,周建军,认定依据不足，请补充说明材料
202400464,赴潍坊乡村振兴实践团,自主实践团队,乡村振兴调研,汽车工程学院,2025-07-09,2025-07-15,通过,周建军,材料齐全，同意认定
202400464,赴枣庄社区志愿实践团,返家乡实践,社区志愿服务,威海团市委,2026-07-05,2026-07-15,驳回,周建军,认定依据不足，请补充说明材料
202400465,赴济南关爱留守实践团,返家乡实践,关爱留守儿童,威海团市委,2025-07-05,2025-07-18,驳回,周建军,时间信息有误，请核对后重新提交
202400465,赴日照汽车产业实践团,院级重点团队,汽车产业链调研,汽车工程学院,2026-07-10,2026-07-26,公示中,周建军,符合认定条件，通过
202400466,赴威海红色基因实践团,企业实习实践,红色基因传承,威海团市委,2025-07-03,2025-07-21,通过,周建军,符合认定条件，通过
202400466,赴济南企业走访实践团,返家乡实践,企业走访见习,汽车工程学院,2026-07-01,2026-07-21,待审核,,
202400467,赴济宁关爱留守实践团,自主实践团队,关爱留守儿童,校团委,2025-07-10,2025-07-23,通过,周建军,佐证材料完整，予以通过
202400467,赴济南社区志愿实践团,企业实习实践,社区志愿服务,威海团市委,2026-07-09,2026-07-17,驳回,周建军,盖章缺失，请重新上传完整材料
202400468,赴聊城汽车产业实践团,返家乡实践,汽车产业链调研,校团委,2025-07-05,2025-07-23,通过,周建军,佐证材料完整，予以通过
202400468,赴东营红色基地实践团,院级重点团队,红色基地研学,威海团市委,2026-07-03,2026-07-24,公示中,周建军,材料齐全，同意认定
202400469,赴淄博科技支农实践团,返家乡实践,科技支农帮扶,汽车工程学院,2025-07-06,2025-07-27,驳回,周建军,认定依据不足，请补充说明材料
202400469,赴烟台社区志愿实践团,自主实践团队,社区志愿服务,威海团市委,2026-07-01,2026-07-15,通过,周建军,材料齐全，同意认定
202400470,赴东营汽车产业实践团,校级重点团队,汽车产业链调研,校团委,2025-07-08,2025-07-25,通过,周建军,材料齐全，同意认定
202400470,赴淄博企业走访实践团,校级重点团队,企业走访见习,汽车工程学院,2026-07-08,2026-07-28,通过,周建军,佐证材料完整，予以通过
202400471,赴济宁红色基因实践团,返家乡实践,红色基因传承,威海团市委,2025-07-07,2025-07-21,通过,周建军,材料齐全，同意认定
202400471,赴枣庄社区志愿实践团,自主实践团队,社区志愿服务,威海团市委,2026-07-06,2026-07-26,驳回,周建军,盖章缺失，请重新上传完整材料
202400472,赴济南社区志愿实践团,返家乡实践,社区志愿服务,汽车工程学院,2025-07-04,2025-07-20,通过,周建军,材料齐全，同意认定
202400472,赴济南关爱留守实践团,企业实习实践,关爱留守儿童,威海团市委,2026-07-09,2026-07-25,待审核,,
202400473,赴东营黄河流域实践团,企业实习实践,黄河流域生态考察,威海团市委,2025-07-09,2025-07-28,公示中,周建军,符合认定条件，通过
202400473,赴青岛企业走访实践团,自主实践团队,企业走访见习,威海团市委,2026-07-01,2026-07-23,公示中,周建军,佐证材料完整，予以通过
202400474,赴淄博汽车产业实践团,返家乡实践,汽车产业链调研,威海团市委,2025-07-07,2025-07-18,通过,周建军,材料齐全，同意认定
202400474,赴威海红色基因实践团,自主实践团队,红色基因传承,威海团市委,2026-07-10,2026-07-26,通过,周建军,佐证材料完整，予以通过
202400475,赴泰安企业走访实践团,自主实践团队,企业走访见习,威海团市委,2025-07-07,2025-07-27,通过,周建军,材料齐全，同意认定
202400475,赴聊城汽车产业实践团,自主实践团队,汽车产业链调研,汽车工程学院,2026-07-02,2026-07-18,通过,周建军,符合认定条件，通过
202400476,赴烟台红色基因实践团,企业实习实践,红色基因传承,校团委,2025-07-04,2025-07-18,通过,周建军,材料齐全，同意认定
202400476,赴淄博汽车产业实践团,自主实践团队,汽车产业链调研,汽车工程学院,2026-07-10,2026-07-25,通过,周建军,材料齐全，同意认定
202400477,赴泰安科技支农实践团,自主实践团队,科技支农帮扶,汽车工程学院,2025-07-05,2025-07-24,通过,周建军,佐证材料完整，予以通过
202400477,赴烟台黄河流域实践团,企业实习实践,黄河流域生态考察,威海团市委,2026-07-05,2026-07-28,通过,周建军,佐证材料完整，予以通过
202400478,赴青岛社区志愿实践团,院级重点团队,社区志愿服务,威海团市委,2025-07-06,2025-07-21,公示中,周建军,材料齐全，同意认定
202400478,赴东营乡村振兴实践团,自主实践团队,乡村振兴调研,威海团市委,2026-07-06,2026-07-18,通过,周建军,符合认定条件，通过
202400479,赴临沂企业走访实践团,自主实践团队,企业走访见习,汽车工程学院,2025-07-08,2025-07-23,通过,周建军,佐证材料完整，予以通过
202400479,赴济南海洋生态实践团,企业实习实践,海洋生态保护宣传,汽车工程学院,2026-07-02,2026-07-24,通过,周建军,符合认定条件，通过
202400480,赴临沂黄河流域实践团,返家乡实践,黄河流域生态考察,威海团市委,2025-07-04,2025-07-27,通过,周建军,材料齐全，同意认定
202400480,赴泰安关爱留守实践团,院级重点团队,关爱留守儿童,威海团市委,2026-07-02,2026-07-17,通过,周建军,符合认定条件，通过
202400481,赴淄博海洋生态实践团,企业实习实践,海洋生态保护宣传,威海团市委,2025-07-06,2025-07-26,驳回,周建军,时间信息有误，请核对后重新提交
202400481,赴烟台海洋生态实践团,返家乡实践,海洋生态保护宣传,威海团市委,2026-07-08,2026-07-15,通过,周建军,材料齐全，同意认定
202400482,赴聊城企业走访实践团,自主实践团队,企业走访见习,校团委,2025-07-09,2025-07-28,通过,周建军,材料齐全，同意认定
202400482,赴潍坊红色基地实践团,自主实践团队,红色基地研学,汽车工程学院,2026-07-01,2026-07-18,待审核,,
202400483,赴淄博红色基因实践团,返家乡实践,红色基因传承,校团委,2025-07-04,2025-07-17,通过,周建军,材料齐全，同意认定
202400483,赴泰安社区志愿实践团,校级重点团队,社区志愿服务,汽车工程学院,2026-07-07,2026-07-27,通过,周建军,符合认定条件，通过
202400484,赴青岛黄河流域实践团,返家乡实践,黄河流域生态考察,校团委,2025-07-04,2025-07-25,通过,周建军,符合认定条件，通过
202400484,赴泰安黄河流域实践团,企业实习实践,黄河流域生态考察,校团委,2026-07-03,2026-07-19,公示中,周建军,材料齐全，同意认定
202400485,赴济宁乡村振兴实践团,企业实习实践,乡村振兴调研,校团委,2025-07-05,2025-07-21,待审核,,
202400485,赴青岛红色基地实践团,校级重点团队,红色基地研学,汽车工程学院,2026-07-08,2026-07-20,通过,周建军,材料齐全，同意认定
202400486,赴聊城社区志愿实践团,自主实践团队,社区志愿服务,威海团市委,2025-07-04,2025-07-18,待审核,,
202400486,赴威海乡村振兴实践团,企业实习实践,乡村振兴调研,校团委,2026-07-02,2026-07-16,通过,周建军,材料齐全，同意认定
202400487,赴潍坊科技支农实践团,院级重点团队,科技支农帮扶,威海团市委,2025-07-10,2025-07-26,通过,周建军,符合认定条件，通过
202400487,赴淄博红色基因实践团,返家乡实践,红色基因传承,校团委,2026-07-05,2026-07-28,待审核,,
202400488,赴潍坊社区志愿实践团,校级重点团队,社区志愿服务,威海团市委,2025-07-04,2025-07-18,通过,周建军,佐证材料完整，予以通过
202400488,赴东营科技支农实践团,企业实习实践,科技支农帮扶,校团委,2026-07-03,2026-07-17,待审核,,
202400489,赴聊城红色基因实践团,院级重点团队,红色基因传承,汽车工程学院,2025-07-10,2025-07-21,通过,周建军,材料齐全，同意认定
202400489,赴烟台企业走访实践团,返家乡实践,企业走访见习,汽车工程学院,2026-07-08,2026-07-28,驳回,周建军,时间信息有误，请核对后重新提交
202400490,赴泰安关爱留守实践团,校级重点团队,关爱留守儿童,威海团市委,2025-07-10,2025-07-25,通过,周建军,符合认定条件，通过
202400490,赴泰安企业走访实践团,返家乡实践,企业走访见习,校团委,2026-07-08,2026-07-23,通过,周建军,佐证材料完整，予以通过
202400491,赴济宁海洋生态实践团,企业实习实践,海洋生态保护宣传,校团委,2025-07-01,2025-07-21,驳回,周建军,盖章缺失，请重新上传完整材料
202400491,赴烟台社区志愿实践团,自主实践团队,社区志愿服务,校团委,2026-07-09,2026-07-15,驳回,周建军,时间信息有误，请核对后重新提交
202400492,赴济南黄河流域实践团,校级重点团队,黄河流域生态考察,汽车工程学院,2025-07-01,2025-07-18,通过,周建军,材料齐全，同意认定
202400492,赴青岛红色基地实践团,自主实践团队,红色基地研学,威海团市委,2026-07-06,2026-07-21,待审核,,
202400493,赴青岛科技支农实践团,院级重点团队,科技支农帮扶,威海团市委,2025-07-06,2025-07-21,通过,周建军,佐证材料完整，予以通过
202400493,赴潍坊红色基地实践团,企业实习实践,红色基地研学,汽车工程学院,2026-07-02,2026-07-26,驳回,周建军,时间信息有误，请核对后重新提交
202400494,赴烟台关爱留守实践团,校级重点团队,关爱留守儿童,校团委,2025-07-04,2025-07-16,通过,周建军,符合认定条件，通过
202400494,赴日照企业走访实践团,院级重点团队,企业走访见习,汽车工程学院,2026-07-09,2026-07-24,通过,周建军,佐证材料完整，予以通过
202400495,赴临沂黄河流域实践团,校级重点团队,黄河流域生态考察,威海团市委,2025-07-10,2025-07-23,通过,周建军,符合认定条件，通过
202400495,赴东营红色基地实践团,院级重点团队,红色基地研学,威海团市委,2026-07-08,2026-07-19,通过,周建军,佐证材料完整，予以通过
202400496,赴青岛黄河流域实践团,返家乡实践,黄河流域生态考察,校团委,2025-07-05,2025-07-24,通过,周建军,材料齐全，同意认定
202400496,赴聊城红色基因实践团,院级重点团队,红色基因传承,汽车工程学院,2026-07-01,2026-07-16,通过,周建军,佐证材料完整，予以通过
202400497,赴潍坊关爱留守实践团,企业实习实践,关爱留守儿童,威海团市委,2025-07-09,2025-07-21,通过,周建军,材料齐全，同意认定
202400497,赴枣庄黄河流域实践团,企业实习实践,黄河流域生态考察,威海团市委,2026-07-02,2026-07-19,通过,周建军,符合认定条件，通过
202400498,赴济宁海洋生态实践团,自主实践团队,海洋生态保护宣传,威海团市委,2025-07-08,2025-07-20,待审核,,
