学号,荣誉名称,级别,授予单位,获得日期,状态,审核人,审核意见
202400313,校园十佳志愿者,校级,校团委,2025-12-03,通过,张伟,佐证材料完整，予以通过
202400314,优秀共青团员,校级,学生工作处,2025-05-23,通过,张伟,佐证材料完整，予以通过
202400314,军训优秀学员,院级,学校,2025-11-17,通过,张伟,材料齐全，同意认定
202400315,校三好学生,校级,汽车工程学院,2026-07-12,通过,张伟,符合认定条件，通过
202400315,校三好学生,校级,校团委,2024-11-15,待审核,,
202400316,国家励志奖学金,国家级,学校,2024-11-05,通过,张伟,佐证材料完整，予以通过
202400317,国家奖学金,国家级,学校,2026-05-23,通过,张伟,材料齐全，同意认定
202400317,国家奖学金,国家级,校团委,2024-10-14,待审核,,
202400318,校优秀学生干部,校级,汽车工程学院,2024-08-19,通过,张伟,佐证材料完整，予以通过
202400319,校优秀学生干部,校级,学校,2024-08-11,通过,张伟,佐证材料完整，予以通过
202400320,军训优秀学员,院级,汽车工程学院,2026-07-01,通过,张伟,材料齐全，同意认定
202400321,优秀共青团员,校级,校团委,2026-01-06,待院长审批,张伟,初审通过，转院长审批
202400322,校园十佳志愿者,校级,汽车工程学院,2025-03-10,通过,张伟,佐证材料完整，予以通过
202400323,校二等奖学金,校级,汽车工程学院,2025-12-12,通过,张伟,符合认定条件，通过
202400323,优秀共青团干部,校级,学校,2026-02-18,通过,张伟,佐证材料完整，予以通过
202400324,国家奖学金,国家级,校团委,2026-03-22,通过,张伟,佐证材料完整，予以通过
202400324,国家励志奖学金,国家级,汽车工程学院,2026-04-21,通过,张伟,材料齐全，同意认定
202400325,国家奖学金,国家级,校团委,2025-01-01,通过,张伟,佐证材料完整，予以通过
202400325,校园十佳志愿者,校级,校团委,2024-02-20,驳回,张伟,材料不完整，请补充佐证后重新提交
202400326,国家奖学金,国家级,汽车工程学院,2024-12-12,驳回,张伟,材料不完整，请补充佐证后重新提交
202400326,军训优秀学员,院级,学校,2024-11-07,通过,张伟,材料齐全，同意认定
202400327,校三等奖学金,校级,学生工作处,2024-01-23,通过,张伟,佐证材料完整，予以通过
202400328,社会实践先进个人,校级,学生工作处,2026-04-20,待审核,,
202400328,校三好学生,校级,学校,2025-08-12,通过,张伟,材料齐全，同意认定
202400329,国家励志奖学金,国家级,汽车工程学院,2026-02-19,通过,张伟,佐证材料完整，予以通过
202400330,优秀共青团员,校级,学校,2024-11-17,通过,张伟,符合认定条件，通过
202400331,优秀共青团员,校级,校团委,2024-05-12,待审核,,
202400332,校一等奖学金,校级,校团委,2024-07-13,待院长审批,张伟,初审通过，转院长审批
202400333,校二等奖学金,校级,学生工作处,2024-12-24,通过,张伟,佐证材料完整，予以通过
202400334,校一等奖学金,校级,学生工作处,2025-02-17,通过,张伟,材料齐全，同意认定
202400334,优秀共青团干部,校级,汽车工程学院,2024-05-03,通过,张伟,佐证材料完整，予以通过
202400335,社会实践先进个人,校级,学校,2026-05-09,通过,张伟,佐证材料完整，予以通过
202400336,优秀共青团员,校级,校团委,2025-12-23,通过,张伟,佐证材料完整，予以通过
202400337,国家奖学金,国家级,学生工作处,2025-08-21,待院长审批,张伟,初审通过，转院长审批
202400338,国家励志奖学金,国家级,学生工作处,2025-09-05,通过,张伟,佐证材料完整，予以通过
202400339,军训优秀学员,院级,校团委,2026-05-14,通过,张伟,材料齐全，同意认定
202400339,校二等奖学金,校级,汽车工程学院,2026-07-15,待审核,,
202400340,国家奖学金,国家级,学生工作处,2024-05-24,通过,张伟,材料齐全，同意认定
202400340,校一等奖学金,校级,学生工作处,2024-08-02,通过,张伟,符合认定条件，通过
202400341,社会实践先进个人,校级,汽车工程学院,2026-03-26,驳回,张伟,认定依据不足，请补充说明材料
202400341,校园十佳志愿者,校级,汽车工程学院,2025-02-01,通过,张伟,符合认定条件，通过
202400342,校三好学生,校级,校团委,2026-01-13,通过,张伟,材料齐全，同意认定
202400342,校一等奖学金,校级,校团委,2025-12-27,通过,张伟,佐证材料完整，予以通过
202400343,校三等奖学金,校级,汽车工程学院,2026-06-08,驳回,张伟,盖章缺失，请重新上传完整材料
202400344,校一等奖学金,校级,学校,2026-01-25,通过,张伟,符合认定条件，通过
202400344,社会实践先进个人,校级,汽车工程学院,2024-10-25,通过,张伟,佐证材料完整，予以通过
202400345,优秀共青团员,校级,校团委,2025-10-02,通过,张伟,材料齐全，同意认定
202400346,军训优秀学员,院级,汽车工程学院,2024-02-09,通过,张伟,符合认定条件，通过
202400347,国家奖学金,国家级,校团委,2025-01-19,驳回,张伟,盖章缺失，请重新上传完整材料
202400347,社会实践先进个人,校级,校团委,2026-04-08,待审核,,
202400348,校园十佳志愿者,校级,学校,2026-03-09,待院长审批,张伟,初审通过，转院长审批
202400349,校三等奖学金,校级,汽车工程学院,2024-08-24,通过,张伟,佐证材料完整，予以通过
202400349,国家励志奖学金,国家级,学校,2025-08-21,通过,张伟,符合认定条件，通过
202400350,军训优秀学员,院级,汽车工程学院,2026-03-19,待审核,,
202400351,国家奖学金,国家级,校团委,2026-01-13,通过,张伟,佐证材料完整，予以通过
202400351,国家奖学金,国家级,学生工作处,2026-01-27,通过,张伟,佐证材料完整，予以通过
202400352,校园十佳志愿者,校级,校团委,2026-05-19,通过,张伟,材料齐全，同意认定
202400353,校优秀学生干部,校级,校团委,2024-05-12,通过,张伟,材料齐全，同意认定
202400353,校二等奖学金,校级,汽车工程学院,2025-03-06,通过,张伟,符合认定条件，通过
202400354,优秀共青团干部,校级,学生工作处,2024-02-20,通过,张伟,符合认定条件，通过
202400355,国家奖学金,国家级,校团委,2026-05-17,公示中,张伟,符合认定条件，通过
202400355,校优秀学生干部,校级,学校,2026-03-14,驳回,张伟,时间信息有误，请核对后重新提交
202400356,社会实践先进个人,校级,汽车工程学院,2025-10-24,待审核,,
202400357,校一等奖学金,校级,汽车工程学院,2024-11-22,驳回,张伟,盖章缺失，请重新上传完整材料
202400358,社会实践先进个人,校级,学生工作处,2026-05-21,通过,张伟,材料齐全，同意认定
202400358,优秀共青团员,校级,校团委,2025-05-01,通过,张伟,符合认定条件，通过
202400359,校园十佳志愿者,校级,学生工作处,2024-07-18,通过,张伟,材料齐全，同意认定
202400360,校三好学生,校级,校团委,2026-08-21,通过,张伟,符合认定条件，通过
202400360,优秀共青团干部,校级,汽车工程学院,2025-07-14,通过,张伟,符合认定条件，通过
202400361,国家励志奖学金,国家级,汽车工程学院,2026-03-28,驳回,张伟,盖章缺失，请重新上传完整材料
202400362,校二等奖学金,校级,汽车工程学院,2024-04-17,通过,张伟,符合认定条件，通过
202400362,优秀共青团员,校级,校团委,2024-02-08,通过,张伟,材料齐全，同意认定
202400363,校三等奖学金,校级,汽车工程学院,2025-07-26,待审核,,
202400364,校园十佳志愿者,校级,学生工作处,2025-01-28,通过,张伟,符合认定条件，通过
202400364,校三等奖学金,校级,汽车工程学院,2024-12-14,通过,张伟,佐证材料完整，予以通过
202400365,优秀共青团干部,校级,学校,2024-04-14,通过,张伟,材料齐全，同意认定
202400366,校优秀学生干部,校级,校团委,2024-02-06,通过,张伟,材料齐全，同意认定
202400366,校园十佳志愿者,校级,汽车工程学院,2026-06-11,通过,张伟,材料齐全，同意认定
202400367,优秀共青团员,校级,校团委,2024-08-13,通过,张伟,符合认定条件，通过
202400367,军训优秀学员,院级,学生工作处,2025-06-22,待院长审批,张伟,初审通过，转院长审批
202400368,校三等奖学金,校级,校团委,2024-11-23,通过,张伟,符合认定条件，通过
202400368,校优秀学生干部,校级,校团委,2024-04-23,通过,张伟,佐证材料完整，予以通过
202400369,校园十佳志愿者,校级,汽车工程学院,2026-02-13,通过,张伟,佐证材料完整，予以通过
202400370,国家奖学金,国家级,校团委,2024-06-12,通过,张伟,材料齐全，同意认定
202400370,优秀共青团员,校级,汽车工程学院,2025-11-09,待审核,,
202400371,优秀共青团员,校级,汽车工程学院,2026-01-27,待审核,,
202400371,校园十佳志愿者,校级,学校,2026-06-04,通过,张伟,材料齐全，同意认定
202400372,校二等奖学金,校级,汽车工程学院,2025-11-24,通过,张伟,符合认定条件，通过
202400373,校优秀学生干部,校级,学生工作处,2024-09-24,驳回,张伟,材料不完整，请补充佐证后重新提交
202400373,国家奖学金,国家级,学生工作处,2026-08-18,待审核,,
202400374,国家励志奖学金,国家级,学生工作处,2026-07-21,待院长审批,张伟,初审通过，转院长审批
202400374,校三好学生,校级,汽车工程学院,2026-03-02,待院长审批,张伟,初审通过，转院长审批
202400375,优秀共青团员,校级,学校,2024-04-22,通过,张伟,符合认定条件，通过
202400376,社会实践先进个人,校级,汽车工程学院,2025-07-03,通过,张伟,符合认定条件，通过
202400376,校优秀学生干部,校级,校团委,2024-04-08,待审核,,
202400377,校优秀学生干部,校级,学生工作处,2026-05-07,通过,张伟,佐证材料完整，予以通过
202400378,国家奖学金,国家级,学校,2025-12-03,通过,张伟,材料齐全，同意认定
202400378,校园十佳志愿者,校级,学校,2024-08-11,通过,张伟,佐证材料完整，予以通过
202400379,校二等奖学金,校级,汽车工程学院,2025-05-14,通过,张伟,佐证材料完整，予以通过
202400380,社会实践先进个人,校级,汽车工程学院,2025-07-13,通过,张伟,佐证材料完整，予以通过
202400381,优秀共青团干部,校级,学校,2025-12-21,待院长审批,张伟,初审通过，转院长审批
202400382,国家励志奖学金,国家级,汽车工程学院,2025-11-17,通过,张伟,材料齐全，同意认定
202400383,优秀共青团干部,校级,学生工作处,2025-06-05,通过,张伟,符合认定条件，通过
202400383,校二等奖学金,校级,校团委,2025-02-17,通过,张伟,符合认定条件，通过
202400384,国家奖学金,国家级,汽车工程学院,2026-07-09,通过,张伟,佐证材料完整，予以通过
202400384,社会实践先进个人,校级,学校,2026-01-13,待院长审批,张伟,初审通过，转院长审批
202400385,优秀共青团员,校级,学生工作处,2025-02-26,驳回,张伟,认定依据不足，请补充说明材料
202400386,校一等奖学金,校级,校团委,2026-06-09,通过,张伟,符合认定条件，通过
202400386,国家奖学金,国家级,学校,2024-09-06,通过,张伟,符合认定条件，通过
202400387,社会实践先进个人,校级,学生工作处,2026-06-07,通过,张伟,材料齐全，同意认定
202400388,校二等奖学金,校级,校团委,2024-06-14,通过,张伟,佐证材料完整，予以通过
202400389,校优秀学生干部,校级,校团委,2025-12-08,通过,张伟,符合认定条件，通过
202400389,校二等奖学金,校级,汽车工程学院,2026-05-19,待审核,,
202400390,国家励志奖学金,国家级,学生工作处,2025-12-23,通过,张伟,佐证材料完整，予以通过
202400390,社会实践先进个人,校级,汽车工程学院,2024-02-12,通过,张伟,符合认定条件，通过
202400391,校一等奖学金,校级,汽车工程学院,2026-03-07,驳回,张伟,盖章缺失，请重新上传完整材料
202400391,国家奖学金,国家级,汽车工程学院,2026-04-22,通过,张伟,材料齐全，同意认定
202400392,校园十佳志愿者,校级,汽车工程学院,2025-03-02,通过,张伟,符合认定条件，通过
202400392,校二等奖学金,校级,汽车工程学院,2024-03-17,通过,张伟,材料齐全，同意认定
202400393,优秀共青团干部,校级,汽车工程学院,2024-12-11,待审核,,
202400393,校三好学生,校级,学生工作处,2024-09-17,待审核,,
202400394,优秀共青团员,校级,校团委,2025-09-25,通过,张伟,材料齐全，同意认定
202400395,校园十佳志愿者,校级,学校,2026-08-07,通过,张伟,佐证材料完整，予以通过
202400395,国家奖学金,国家级,学校,2025-09-02,通过,张伟,材料齐全，同意认定
202400396,校二等奖学金,校级,学生工作处,2025-07-07,通过,张伟,材料齐全，同意认定
202400397,校三等奖学金,校级,学生工作处,2024-12-17,通过,张伟,符合认定条件，通过
202400398,优秀共青团员,校级,汽车工程学院,2025-09-12,通过,张伟,佐证材料完整，予以通过
202400398,国家奖学金,国家级,学生工作处,2025-11-19,通过,张伟,符合认定条件，通过
202400399,社会实践先进个人,校级,汽车工程学院,2026-05-16,驳回,张伟,时间信息有误，请核对后重新提交
202400400,校园十佳志愿者,校级,汽车工程学院,2024-05-09,待审核,,
202400401,社会实践先进个人,校级,校团委,2025-11-08,驳回,张伟,时间信息有误，请核对后重新提交
202400401,军训优秀学员,院级,汽车工程学院,2024-06-12,通过,张伟,佐证材料完整，予以通过
202400402,国家励志奖学金,国家级,学生工作处,2026-03-28,通过,张伟,佐证材料完整，予以通过
202400402,校园十佳志愿者,校级,学校,2024-09-04,待院长审批,张伟,初审通过，转院长审批
202400403,国家奖学金,国家级,校团委,2024-04-23,驳回,张伟,时间信息有误，请核对后重新提交
202400403,社会实践先进个人,校级,校团委,2026-03-17,驳回,张伟,认定依据不足，请补充说明材料
202400404,军训优秀学员,院级,学校,2026-01-19,待审核,,
202400405,社会实践先进个人,校级,汽车工程学院,2025-11-17,通过,张伟,材料齐全，同意认定
202400405,校优秀学生干部,校级,汽车工程学院,2025-11-04,通过,张伟,符合认定条件，通过
202400406,优秀共青团干部,校级,学生工作处,2025-07-10,通过,张伟,符合认定条件，通过
202400407,军训优秀学员,院级,校团委,2026-02-03,通过,张伟,符合认定条件，通过
202400407,军训优秀学员,院级,校团委,2026-06-08,待审核,,
202400408,军训优秀学员,院级,校团委,2026-05-19,驳回,张伟,材料不完整，请补充佐证后重新提交
202400408,优秀共青团员,校级,汽车工程学院,2026-07-13,通过,张伟,符合认定条件，通过
202400409,优秀共青团干部,校级,汽车工程学院,2025-04-20,通过,张伟,佐证材料完整，予以通过
202400409,国家励志奖学金,国家级,学校,2024-08-20,通过,张伟,佐证材料完整，予以通过
202400410,校园十佳志愿者,校级,学校,2025-06-26,驳回,张伟,认定依据不足，请补充说明材料
202400411,军训优秀学员,院级,学校,2024-01-18,通过,张伟,材料齐全，同意认定
202400411,校园十佳志愿者,校级,学生工作处,2025-03-07,通过,张伟,佐证材料完整，予以通过
202400412,军训优秀学员,院级,学校,2025-03-23,通过,张伟,材料齐全，同意认定
202400412,校二等奖学金,校级,学生工作处,2024-03-24,公示中,张伟,符合认定条件，通过
202400413,校三等奖学金,校级,汽车工程学院,2025-08-17,通过,张伟,佐证材料完整，予以通过
202400413,校二等奖学金,校级,校团委,2025-04-16,通过,张伟,符合认定条件，通过
202400414,校优秀学生干部,校级,学生工作处,2026-05-27,通过,张伟,佐证材料完整，予以通过
202400415,校三好学生,校级,学生工作处,2024-08-02,通过,张伟,佐证材料完整，予以通过
202400415,校二等奖学金,校级,校团委,2025-11-11,通过,张伟,符合认定条件，通过
202400416,优秀共青团员,校级,校团委,2025-07-17,通过,张伟,佐证材料完整，予以通过
202400416,校园十佳志愿者,校级,学校,2024-08-07,待院长审批,张伟,初审通过，转院长审批
202400417,军训优秀学员,院级,学校,2024-05-27,待审核,,
202400417,国家奖学金,国家级,汽车工程学院,2024-07-12,通过,张伟,佐证材料完整，予以通过
202400418,校三等奖学金,校级,汽车工程学院,2026-05-18,通过,张伟,材料齐全，同意认定
202400418,军训优秀学员,院级,学生工作处,2025-04-28,驳回,张伟,材料不完整，请补充佐证后重新提交
202400419,校三等奖学金,校级,学校,2024-06-24,公示中,张伟,符合认定条件，通过
202400419,校三等奖学金,校级,汽车工程学院,2025-07-09,通过,张伟,材料齐全，同意认定
202400420,国家奖学金,国家级,汽车工程学院,2026-08-20,通过,张伟,符合认定条件，通过
202400420,社会实践先进个人,校级,汽车工程学院,2026-08-19,公示中,张伟,符合认定条件，通过
202400421,军训优秀学员,院级,校团委,2025-11-11,通过,张伟,佐证材料完整，予以通过
202400421,校优秀学生干部,校级,学生工作处,2025-07-12,通过,张伟,材料齐全，同意认定
202400422,校优秀学生干部,校级,学生工作处,2026-06-01,待审核,,
202400423,校三好学生,校级,学生工作处,2026-05-16,通过,张伟,符合认定条件，通过
202400423,校一等奖学金,校级,学生工作处,2026-08-01,待审核,,
202400424,优秀共青团员,校级,汽车工程学院,2024-12-14,通过,张伟,符合认定条件，通过
202400425,校二等奖学金,校级,学生工作处,2025-01-18,通过,张伟,材料齐全，同意认定
202400425,优秀共青团干部,校级,学生工作处,2025-02-10,通过,张伟,佐证材料完整，予以通过
202400426,校三好学生,校级,汽车工程学院,2025-04-24,通过,张伟,佐证材料完整，予以通过
202400427,校一等奖学金,校级,汽车工程学院,2025-06-15,通过,张伟,符合认定条件，通过
202400428,校三好学生,校级,学生工作处,2024-12-15,通过,张伟,佐证材料完整，予以通过
202400428,国家奖学金,国家级,校团委,2026-07-28,驳回,张伟,认定依据不足，请补充说明材料
202400429,社会实践先进个人,校级,汽车工程学院,2024-06-28,待审核,,
202400429,校园十佳志愿者,校级,校团委,2025-04-15,通过,张伟,符合认定条件，通过
202400430,优秀共青团员,校级,汽车工程学院,2026-06-27,通过,张伟,材料齐全，同意认定
202400430,校二等奖学金,校级,校团委,2024-09-11,通过,张伟,符合认定条件，通过
202400431,军训优秀学员,院级,汽车工程学院,2024-07-19,通过,张伟,材料齐全，同意认定
202400431,校优秀学生干部,校级,学生工作处,2024-05-20,待院长审批,张伟,初审通过，转院长审批
202400432,校三好学生,校级,学生工作处,2024-08-20,通过,张伟,材料齐全，同意认定
202400433,校二等奖学金,校级,学生工作处,2025-03-04,通过,张伟,符合认定条件，通过
202400433,军训优秀学员,院级,学生工作处,2025-09-09,通过,张伟,佐证材料完整，予以通过
202400434,校三等奖学金,校级,学生工作处,2024-07-26,通过,张伟,材料齐全，同意认定
202400434,社会实践先进个人,校级,学生工作处,2026-02-04,通过,张伟,佐证材料完整，予以通过
202400435,校二等奖学金,校级,汽车工程学院,2024-06-10,驳回,张伟,盖章缺失，请重新上传完整材料
202400435,校二等奖学金,校级,校团委,2025-04-15,待审核,,
202400436,国家奖学金,国家级,学校,2024-07-03,通过,张伟,符合认定条件，通过
202400437,校三等奖学金,校级,校团委,2026-07-25,通过,周建军,佐证材料完整，予以通过
202400437,社会实践先进个人,校级,校团委,2025-06-13,通过,周建军,符合认定条件，通过
202400438,校优秀学生干部,校级,学生工作处,2026-06-23,驳回,周建军,时间信息有误，请核对后重新提交
202400438,校三好学生,校级,学校,2026-05-16,通过,周建军,佐证材料完整，予以通过
202400439,社会实践先进个人,校级,学生工作处,2026-01-12,待审核,,
202400440,国家励志奖学金,国家级,汽车工程学院,2026-08-21,通过,周建军,材料齐全，同意认定
202400440,国家奖学金,国家级,学生工作处,2026-01-10,待审核,,
202400441,校三等奖学金,校级,校团委,2026-04-10,通过,周建军,佐证材料完整，予以通过
202400442,校二等奖学金,校级,学生工作处,2024-11-19,通过,周建军,佐证材料完整，予以通过
202400443,国家奖学金,国家级,学生工作处,2026-02-13,通过,周建军,材料齐全，同意认定
202400443,校二等奖学金,校级,学校,2026-07-10,通过,周建军,佐证材料完整，予以通过
202400444,优秀共青团员,校级,校团委,2024-08-04,待审核,,
202400445,优秀共青团员,校级,校团委,2025-09-28,通过,周建军,佐证材料完整，予以通过
202400445,国家励志奖学金,国家级,学校,2025-10-21,通过,周建军,佐证材料完整，予以通过
202400446,优秀共青团干部,校级,学生工作处,2026-04-25,通过,周建军,材料齐全，同意认定
202400447,校园十佳志愿者,校级,学校,2026-02-11,通过,周建军,佐证材料完整，予以通过
202400448,校一等奖学金,校级,学校,2024-05-01,通过,周建军,符合认定条件，通过
202400449,优秀共青团干部,校级,学校,2026-07-13,待审核,,
202400449,社会实践先进个人,校级,学生工作处,2024-08-13,通过,周建军,符合认定条件，通过
202400450,优秀共青团干部,校级,学生工作处,2026-03-02,通过,周建军,符合认定条件，通过
202400450,社会实践先进个人,校级,学生工作处,2024-07-23,通过,周建军,材料齐全，同意认定
202400451,校一等奖学金,校级,学生工作处,2026-07-10,通过,周建军,佐证材料完整，予以通过
202400451,军训优秀学员,院级,学生工作处,2024-12-10,通过,周建军,符合认定条件，通过
202400452,优秀共青团干部,校级,校团委,2025-03-08,通过,周建军,符合认定条件，通过
202400452,校园十佳志愿者,校级,学校,2025-02-28,通过,周建军,符合认定条件，通过
202400453,校二等奖学金,校级,学校,2026-02-19,驳回,周建军,时间信息有误，请核对后重新提交
202400453,军训优秀学员,院级,汽车工程学院,2025-12-04,通过,周建军,符合认定条件，通过
202400454,优秀共青团员,校级,学生工作处,2025-04-10,待审核,,
202400454,校园十佳志愿者,校级,学生工作处,2024-09-28,通过,周建军,佐证材料完整，予以通过
202400455,校园十佳志愿者,校级,学校,2025-02-12,通过,周建军,符合认定条件，通过
202400455,校优秀学生干部,校级,学生工作处,2026-06-19,驳回,周建军,时间信息有误，请核对后重新提交
202400456,优秀共青团员,校级,学校,2025-12-09,通过,周建军,符合认定条件，通过
202400456,国家励志奖学金,国家级,学校,2026-06-20,通过,周建军,符合认定条件，通过
202400457,社会实践先进个人,校级,校团委,2026-03-15,通过,周建军,符合认定条件，通过
202400458,校三等奖学金,校级,学生工作处,2025-03-13,驳回,周建军,时间信息有误，请核对后重新提交
202400458,校三好学生,校级,学校,2025-12-16,通过,周建军,材料齐全，同意认定
202400459,校一等奖学金,校级,汽车工程学院,2025-07-14,公示中,周建军,材料齐全，同意认定
202400459,国家奖学金,国家级,学校,2026-06-04,通过,周建军,佐证材料完整，予以通过
202400460,社会实践先进个人,校级,学校,2024-10-27,通过,周建军,符合认定条件，通过
202400461,校二等奖学金,校级,学生工作处,2024-09-19,通过,周建军,佐证材料完整，予以通过
202400462,校三好学生,校级,校团委,2025-04-26,通过,周建军,符合认定条件，通过
202400463,军训优秀学员,院级,学校,2026-01-09,通过,周建军,符合认定条件，通过
202400463,校一等奖学金,校级,学校,2025-06-05,通过,周建军,材料齐全，同意认定
202400464,军训优秀学员,院级,学生工作处,2025-05-17,通过,周建军,佐证材料完整，予以通过
202400464,校一等奖学金,校级,学校,2024-07-21,通过,周建军,材料齐全，同意认定
202400465,校优秀学生干部,校级,校团委,2026-08-26,通过,周建军,符合认定条件，通过
202400465,校三好学生,校级,汽车工程学院,2025-11-26,通过,周建军,符合认定条件，通过
202400466,军训优秀学员,院级,学校,2024-12-12,通过,周建军,材料齐全，同意认定
202400467,校二等奖学金,校级,校团委,2026-08-09,通过,周建军,佐证材料完整，予以通过
202400467,校园十佳志愿者,校级,学校,2024-09-08,通过,周建军,佐证材料完整，予以通过
202400468,国家奖学金,国家级,校团委,2026-03-06,待院长审批,周建军,初审通过，转院长审批
202400468,军训优秀学员,院级,汽车工程学院,2025-06-17,公示中,周建军,符合认定条件，通过
202400469,优秀共青团员,校级,校团委,2025-04-12,待审核,,
202400470,社会实践先进个人,校级,汽车工程学院,2025-07-07,通过,周建军,符合认定条件，通过
202400470,优秀共青团干部,校级,学生工作处,2026-02-05,驳回,周建军,认定依据不足，请补充说明材料
202400471,校三好学生,校级,校团委,2024-08-03,待审核,,
202400472,军训优秀学员,院级,学生工作处,2025-04-03,通过,周建军,材料齐全，同意认定
202400472,校园十佳志愿者,校级,汽车工程学院,2024-07-27,通过,周建军,材料齐全，同意认定
202400473,校三等奖学金,校级,校团委,2025-07-21,通过,周建军,材料齐全，同意认定
202400474,校一等奖学金,校级,学生工作处,2026-04-06,待审核,,
202400474,校优秀学生干部,校级,学生工作处,2026-07-02,通过,周建军,符合认定条件，通过
202400475,社会实践先进个人,校级,汽车工程学院,2026-06-01,驳回,周建军,认定依据不足，请补充说明材料
202400476,优秀共青团干部,校级,汽车工程学院,2026-03-12,通过,周建军,佐证材料完整，予以通过
202400476,优秀共青团员,校级,汽车工程学院,2024-06-25,通过,周建军,佐证材料完整，予以通过
202400477,校优秀学生干部,校级,校团委,2026-06-27,通过,周建军,符合认定条件，通过
202400477,校三等奖学金,校级,校团委,2024-04-05,通过,周建军,符合认定条件，通过
202400478,校优秀学生干部,校级,学校,2026-01-13,待审核,,
202400478,优秀共青团干部,校级,校团委,2026-05-04,驳回,周建军,时间信息有误，请核对后重新提交
202400479,社会实践先进个人,校级,学校,2026-04-23,驳回,周建军,盖章缺失，请重新上传完整材料
202400479,社会实践先进个人,校级,汽车工程学院,2024-02-25,通过,周建军,符合认定条件，通过
202400480,军训优秀学员,院级,校团委,2024-09-15,通过,周建军,材料齐全，同意认定
202400480,校园十佳志愿者,校级,汽车工程学院,2024-07-18,待审核,,
202400481,社会实践先进个人,校级,汽车工程学院,2024-03-08,通过,周建军,佐证材料完整，予以通过
202400482,优秀共青团干部,校级,学生工作处,2025-05-27,通过,周建军,佐证材料完整，予以通过
202400482,校二等奖学金,校级,校团委,2025-11-03,待审核,,
202400483,校优秀学生干部,校级,学生工作处,2026-06-14,待审核,,
202400484,校园十佳志愿者,校级,校团委,2025-02-11,公示中,周建军,佐证材料完整，予以通过
202400485,优秀共青团干部,校级,学生工作处,2024-09-19,驳回,周建军,材料不完整，请补充佐证后重新提交
202400485,校园十佳志愿者,校级,汽车工程学院,2026-07-04,待审核,,
202400486,国家奖学金,国家级,学生工作处,2024-05-12,待审核,,
202400487,军训优秀学员,院级,校团委,2025-04-23,通过,周建军,佐证材料完整，予以通过
202400487,校园十佳志愿者,校级,汽车工程学院,2024-02-17,通过,周建军,佐证材料完整，予以通过
202400488,优秀共青团干部,校级,学生工作处,2025-01-01,通过,周建军,材料齐全，同意认定
202400488,军训优秀学员,院级,学校,2024-11-13,公示中,周建军,佐证材料完整，予以通过
202400489,校三好学生,校级,学生工作处,2024-10-25,通过,周建军,佐证材料完整，予以通过
202400490,军训优秀学员,院级,学校,2024-10-09,待院长审批,周建军,初审通过，转院长审批
202400491,军训优秀学员,院级,学校,2025-01-01,通过,周建军,佐证材料完整，予以通过
202400491,校优秀学生干部,校级,校团委,2024-05-10,待审核,,
202400492,国家励志奖学金,国家级,学生工作处,2024-12-06,通过,周建军,佐证材料完整，予以通过
202400493,校二等奖学金,校级,学生工作处,2024-07-24,驳回,周建军,认定依据不足，请补充说明材料
202400493,校三好学生,校级,汽车工程学院,2024-01-27,待审核,,
202400494,校优秀学生干部,校级,校团委,2026-07-10,待审核,,
202400494,校优秀学生干部,校级,汽车工程学院,2025-01-07,通过,周建军,符合认定条件，通过
202400495,校园十佳志愿者,校级,学校,2026-02-28,通过,周建军,符合认定条件，通过
202400496,校一等奖学金,校级,汽车工程学院,2026-07-09,通过,周建军,材料齐全，同意认定
202400496,优秀共青团员,校级,汽车工程学院,2024-01-07,待审核,,
202400497,国家奖学金,国家级,汽车工程学院,2024-10-06,通过,周建军,材料齐全，同意认定
202400497,校一等奖学金,校级,汽车工程学院,2025-02-01,待院长审批,周建军,初审通过，转院长审批
202400498,校二等奖学金,校级,校团委,2026-01-20,通过,周建军,符合认定条件，通过
202400499,国家励志奖学金,国家级,校团委,2025-02-12,通过,周建军,符合认定条件，通过
202400499,优秀共青团干部,校级,学校,2026-04-16,通过,周建军,符合认定条件，通过
202400500,校一等奖学金,校级,汽车工程学院,2025-10-12,通过,周建军,符合认定条件，通过
202400501,国家励志奖学金,国家级,汽车工程学院,2026-01-15,公示中,周建军,符合认定条件，通过
202400501,优秀共青团干部,校级,学生工作处,2024-01-18,通过,周建军,材料齐全，同意认定
202400502,校园十佳志愿者,校级,学校,2025-11-20,待审核,,
202400502,校三好学生,校级,学校,2024-01-03,待审核,,
202400503,校二等奖学金,校级,学生工作处,2024-07-10,通过,周建军,佐证材料完整，予以通过
202400503,国家奖学金,国家级,校团委,2024-01-17,通过,周建军,佐证材料完整，予以通过
202400504,国家励志奖学金,国家级,学校,2026-07-24,驳回,周建军,材料不完整，请补充佐证后重新提交
202400505,校二等奖学金,校级,学校,2025-11-15,待院长审批,孙丽华,初审通过，转院长审批
202400506,校一等奖学金,校级,学校,2024-07-15,通过,孙丽华,材料齐全，同意认定
202400506,国家奖学金,国家级,学生工作处,2026-07-03,通过,孙丽华,佐证材料完整，予以通过
202400507,社会实践先进个人,校级,汽车工程学院,2025-09-26,待审核,,
202400507,军训优秀学员,院级,校团委,2024-08-15,通过,孙丽华,佐证材料完整，予以通过
202400508,社会实践先进个人,校级,学生工作处,2024-12-01,公示中,孙丽华,材料齐全，同意认定
202400509,优秀共青团员,校级,汽车工程学院,2026-03-07,通过,孙丽华,符合认定条件，通过
